Date,City,Population_Millions,PM2_5,AQI,AQI_Category,Respiratory_Admissions_per_100k,Respiratory_Admissions_EstCases,Cardiovascular_Admissions_per_100k,Cardiovascular_Admissions_EstCases,Asthma_ER_Visits_per_100k,Asthma_ER_Visits_EstCases,Mortality_per_100k,Mortality_EstCases,Health_Risk_Index,City Code
10-09-2022,Chennai,11.5,40.3,67,Satisfactory,2.127,245,3.119,359,1.478,170,0.226,26,26.9,TN001
11-09-2022,Chennai,11.5,49.2,82,Satisfactory,2.107,242,2.832,326,1.626,187,0.254,29,27.8,TN001
12-09-2022,Chennai,11.5,51.1,85,Satisfactory,2.365,272,3.666,422,1.617,186,0.246,28,30,TN001
13-09-2022,Chennai,11.5,31.5,52,Satisfactory,1.993,229,3.545,408,1.508,173,0.224,26,27.4,TN001
14-09-2022,Chennai,11.5,47.4,79,Satisfactory,2.191,252,3.258,375,1.522,175,0.225,26,27.5,TN001
15-09-2022,Chennai,11.5,53.6,89,Satisfactory,2.32,267,3.208,369,1.562,180,0.263,30,29.2,TN001
16-09-2022,Chennai,11.5,47.4,79,Satisfactory,2.225,256,3.066,353,1.55,178,0.244,28,28,TN001
17-09-2022,Chennai,11.5,43.4,72,Satisfactory,2.198,253,3.264,375,1.469,169,0.228,26,27.4,TN001
18-09-2022,Chennai,11.5,45.4,75,Satisfactory,2.164,249,3.141,361,1.54,177,0.239,28,27.7,TN001
19-09-2022,Chennai,11.5,44.4,74,Satisfactory,2.092,241,3.396,391,1.569,180,0.232,27,27.9,TN001
20-09-2022,Chennai,11.5,43.6,72,Satisfactory,2.167,249,3.328,383,1.542,177,0.243,28,28.3,TN001
21-09-2022,Chennai,11.5,50.7,84,Satisfactory,2.378,273,3.026,348,1.471,169,0.239,27,27.8,TN001
22-09-2022,Chennai,11.5,69.2,129,Moderate,2.316,266,3.143,361,1.626,187,0.262,30,29.3,TN001
23-09-2022,Chennai,11.5,43,71,Satisfactory,2.273,261,3.336,384,1.542,177,0.224,26,28,TN001
24-09-2022,Chennai,11.5,46.7,78,Satisfactory,2.42,278,3.302,380,1.511,174,0.245,28,28.9,TN001
25-09-2022,Chennai,11.5,49.1,82,Satisfactory,2.362,272,2.969,341,1.581,182,0.244,28,28.3,TN001
26-09-2022,Chennai,11.5,43.7,72,Satisfactory,2.081,239,3.069,353,1.492,172,0.261,30,27.8,TN001
27-09-2022,Chennai,11.5,59.2,99,Satisfactory,2.391,275,3.2,368,1.624,187,0.252,29,29.3,TN001
28-09-2022,Chennai,11.5,29.4,49,Good,2.325,267,3.082,354,1.538,177,0.193,22,26.6,TN001
29-09-2022,Chennai,11.5,45.3,75,Satisfactory,2.183,251,3.149,362,1.513,174,0.24,28,27.7,TN001
30-09-2022,Chennai,11.5,57.1,95,Satisfactory,2.098,241,3.393,390,1.633,188,0.252,29,28.9,TN001
01-10-2022,Chennai,11.5,47.6,79,Satisfactory,2.212,254,3.202,368,1.667,192,0.238,27,28.5,TN001
02-10-2022,Chennai,11.5,43.1,71,Satisfactory,2.277,262,3.168,364,1.521,175,0.228,26,27.7,TN001
03-10-2022,Chennai,11.5,54.1,90,Satisfactory,2.386,274,3.06,352,1.645,189,0.245,28,28.9,TN001
04-10-2022,Chennai,11.5,58.2,97,Satisfactory,2.251,259,3.257,375,1.548,178,0.26,30,28.9,TN001
05-10-2022,Chennai,11.5,52.3,87,Satisfactory,2.015,232,3.191,367,1.6,184,0.251,29,28,TN001
06-10-2022,Chennai,11.5,43.7,72,Satisfactory,2.081,239,3.065,352,1.507,173,0.221,25,26.6,TN001
07-10-2022,Chennai,11.5,54.6,91,Satisfactory,2.356,271,2.986,343,1.407,162,0.243,28,27.5,TN001
08-10-2022,Chennai,11.5,47.3,79,Satisfactory,2.542,292,3.416,393,1.69,194,0.256,29,30.6,TN001
09-10-2022,Chennai,11.5,57.3,95,Satisfactory,2.316,266,3.564,410,1.564,180,0.268,31,30.1,TN001
10-10-2022,Chennai,11.5,63.8,111,Moderate,2.536,292,3.3,379,1.674,193,0.263,30,30.5,TN001
11-10-2022,Chennai,11.5,28.5,48,Good,2.045,235,3.35,385,1.454,167,0.211,24,26.5,TN001
12-10-2022,Chennai,11.5,52.1,87,Satisfactory,2.205,254,3.24,373,1.476,170,0.206,24,26.7,TN001
13-10-2022,Chennai,11.5,36.2,60,Satisfactory,1.907,219,2.861,329,1.62,186,0.22,25,26.1,TN001
14-10-2022,Chennai,11.5,72.4,140,Moderate,2.447,281,3.354,386,1.734,199,0.263,30,30.7,TN001
15-10-2022,Chennai,11.5,47.4,79,Satisfactory,2.15,247,3.108,357,1.474,170,0.219,25,26.7,TN001
16-10-2022,Chennai,11.5,58,97,Satisfactory,2.406,277,3.316,381,1.681,193,0.23,26,29.1,TN001
17-10-2022,Chennai,11.5,51.3,85,Satisfactory,2.221,255,3.493,402,1.724,198,0.249,29,29.8,TN001
18-10-2022,Chennai,11.5,44.8,74,Satisfactory,2.533,291,3.065,352,1.57,181,0.212,24,27.9,TN001
19-10-2022,Chennai,11.5,43.8,73,Satisfactory,2.497,287,3.229,371,1.627,187,0.223,26,28.8,TN001
20-10-2022,Chennai,11.5,65.6,117,Moderate,2.034,234,3.429,394,1.768,203,0.265,31,29.8,TN001
21-10-2022,Chennai,11.5,60.3,500,Severe,2.417,278,3.498,402,1.536,177,0.285,33,30.7,TN001
22-10-2022,Chennai,11.5,68.9,128,Moderate,2.271,261,3.471,399,1.71,197,0.267,31,30.4,TN001
23-10-2022,Chennai,11.5,52.7,88,Satisfactory,2.386,274,2.984,343,1.449,167,0.233,27,27.5,TN001
24-10-2022,Chennai,11.5,54.8,91,Satisfactory,2.121,244,2.994,344,1.579,182,0.265,31,28.3,TN001
25-10-2022,Chennai,11.5,50.1,83,Satisfactory,2.482,285,3.332,383,1.519,175,0.246,28,29.2,TN001
26-10-2022,Chennai,11.5,50,83,Satisfactory,2.425,279,3.112,358,1.523,175,0.239,28,28.4,TN001
27-10-2022,Chennai,11.5,43.6,72,Satisfactory,2.062,237,2.969,341,1.463,168,0.224,26,26.2,TN001
28-10-2022,Chennai,11.5,53.4,89,Satisfactory,2.275,262,3.43,394,1.497,172,0.26,30,29.2,TN001
29-10-2022,Chennai,11.5,45.9,76,Satisfactory,2.287,263,3.096,356,1.444,166,0.256,29,28.1,TN001
30-10-2022,Chennai,11.5,56.7,94,Satisfactory,2.416,278,3.532,406,1.437,165,0.273,31,29.9,TN001
31-10-2022,Chennai,11.5,54.4,91,Satisfactory,2.304,265,3.122,359,1.547,178,0.231,27,27.9,TN001
01-11-2022,Chennai,11.5,55.5,92,Satisfactory,2.42,278,3.068,353,1.455,167,0.25,29,28.3,TN001
02-11-2022,Chennai,11.5,67.6,124,Moderate,2.36,271,3.258,375,1.571,181,0.262,30,29.4,TN001
03-11-2022,Chennai,11.5,52.9,88,Satisfactory,2.382,274,3.345,385,1.488,171,0.228,26,28.2,TN001
04-11-2022,Chennai,11.5,59.8,100,Satisfactory,2.14,246,3.289,378,1.47,169,0.23,26,27.3,TN001
05-11-2022,Chennai,11.5,71.1,135,Moderate,2.384,274,3.661,421,1.692,195,0.258,30,30.8,TN001
06-11-2022,Chennai,11.5,64.8,114,Moderate,2.519,290,3.291,378,1.64,189,0.282,32,31,TN001
07-11-2022,Chennai,11.5,63.5,110,Moderate,2.549,293,3.216,370,1.65,190,0.289,33,31.2,TN001
08-11-2022,Chennai,11.5,51,85,Satisfactory,2.313,266,3.479,400,1.574,181,0.229,26,28.7,TN001
09-11-2022,Chennai,11.5,55.7,93,Satisfactory,2.298,264,3.328,383,1.651,190,0.199,23,27.7,TN001
10-11-2022,Chennai,11.5,42.4,70,Satisfactory,2.432,280,3.071,353,1.512,174,0.235,27,28.1,TN001
11-11-2022,Chennai,11.5,58.2,97,Satisfactory,2.31,266,3.271,376,1.754,202,0.281,32,30.8,TN001
12-11-2022,Chennai,11.5,56.4,94,Satisfactory,2.474,284,3.258,375,1.464,168,0.252,29,29,TN001
13-11-2022,Chennai,11.5,54.3,90,Satisfactory,2.29,263,3.167,364,1.443,166,0.228,26,27.4,TN001
14-11-2022,Chennai,11.5,63,108,Moderate,2.353,271,3.284,378,1.417,163,0.253,29,28.5,TN001
15-11-2022,Chennai,11.5,43.8,73,Satisfactory,2.105,242,2.912,335,1.366,157,0.206,24,25.2,TN001
16-11-2022,Chennai,11.5,68.5,127,Moderate,2.197,253,3.205,369,1.604,184,0.284,33,29.7,TN001
17-11-2022,Chennai,11.5,62.2,105,Moderate,2.481,285,3.328,383,1.595,183,0.263,30,30.1,TN001
18-11-2022,Chennai,11.5,53.9,90,Satisfactory,2.541,292,3.103,357,1.674,193,0.245,28,29.6,TN001
19-11-2022,Chennai,11.5,53.3,89,Satisfactory,2.314,266,3.03,348,1.552,179,0.251,29,28.4,TN001
20-11-2022,Chennai,11.5,58.8,98,Satisfactory,2.303,265,3.22,370,1.753,202,0.231,27,29,TN001
21-11-2022,Chennai,11.5,67.9,125,Moderate,2.517,289,3.179,366,1.672,192,0.259,30,30.1,TN001
22-11-2022,Chennai,11.5,55.7,93,Satisfactory,2.358,271,2.958,340,1.641,189,0.265,30,29.2,TN001
23-11-2022,Chennai,11.5,56.1,93,Satisfactory,1.981,228,2.965,341,1.677,193,0.228,26,27.1,TN001
24-11-2022,Chennai,11.5,55.1,92,Satisfactory,2.446,281,3.289,378,1.552,178,0.262,30,29.7,TN001
25-11-2022,Chennai,11.5,70.4,133,Moderate,2.193,252,3.302,380,1.825,210,0.265,31,30.3,TN001
26-11-2022,Chennai,11.5,51.9,86,Satisfactory,2.292,264,3.255,374,1.612,185,0.222,26,28.1,TN001
27-11-2022,Chennai,11.5,54.9,91,Satisfactory,2.247,258,3.152,362,1.746,201,0.251,29,29.3,TN001
28-11-2022,Chennai,11.5,67.9,125,Moderate,2.28,262,2.975,342,1.748,201,0.29,33,30.3,TN001
29-11-2022,Chennai,11.5,56.6,94,Satisfactory,2.322,267,3.048,351,1.649,190,0.241,28,28.5,TN001
30-11-2022,Chennai,11.5,65.2,115,Moderate,2.485,286,3.196,368,1.599,184,0.275,32,30.2,TN001
01-12-2022,Chennai,11.5,47.6,79,Satisfactory,2.277,262,3.257,375,1.548,178,0.246,28,28.6,TN001
02-12-2022,Chennai,11.5,53.7,89,Satisfactory,2.497,287,2.867,330,1.615,186,0.242,28,28.6,TN001
03-12-2022,Chennai,11.5,68.4,126,Moderate,2.593,298,2.821,324,1.536,177,0.282,32,29.7,TN001
04-12-2022,Chennai,11.5,49.8,83,Satisfactory,2.492,287,3.461,398,1.354,156,0.248,29,28.8,TN001
05-12-2022,Chennai,11.5,54.4,91,Satisfactory,2.297,264,3.322,382,1.548,178,0.223,26,28,TN001
06-12-2022,Chennai,11.5,58,97,Satisfactory,2.256,259,3.054,351,1.57,180,0.233,27,27.8,TN001
07-12-2022,Chennai,11.5,47.3,79,Satisfactory,2.267,261,3.128,360,1.602,184,0.234,27,28.1,TN001
08-12-2022,Chennai,11.5,52.3,87,Satisfactory,2.45,282,3.116,358,1.704,196,0.258,30,29.9,TN001
09-12-2022,Chennai,11.5,56.9,95,Satisfactory,2.465,284,3.275,377,1.595,183,0.245,28,29.3,TN001
10-12-2022,Chennai,11.5,56.4,94,Satisfactory,1.954,225,3.118,359,1.48,170,0.279,32,28.1,TN001
11-12-2022,Chennai,11.5,67.1,122,Moderate,2.411,277,3.043,350,1.644,189,0.28,32,30.1,TN001
12-12-2022,Chennai,11.5,69.4,130,Moderate,2.041,235,3.376,388,1.669,192,0.26,30,29.1,TN001
13-12-2022,Chennai,11.5,48.8,81,Satisfactory,2.276,262,3.526,405,1.54,177,0.213,25,28,TN001
14-12-2022,Chennai,11.5,57.2,95,Satisfactory,2.245,258,3.322,382,1.51,174,0.249,29,28.5,TN001
15-12-2022,Chennai,11.5,62.1,105,Moderate,2.225,256,3.258,375,1.812,208,0.26,30,30.1,TN001
16-12-2022,Chennai,11.5,69.4,130,Moderate,2.5,288,3.237,372,1.732,199,0.274,31,30.9,TN001
17-12-2022,Chennai,11.5,62.6,106,Moderate,2.254,259,3.093,356,1.683,194,0.265,30,29.4,TN001
18-12-2022,Chennai,11.5,58.9,98,Satisfactory,2.326,267,3.149,362,1.432,165,0.243,28,27.9,TN001
19-12-2022,Chennai,11.5,62.2,105,Moderate,2.212,254,3.321,382,1.501,173,0.275,32,29.2,TN001
20-12-2022,Chennai,11.5,62.3,105,Moderate,2.354,271,3.476,400,1.472,169,0.242,28,28.8,TN001
21-12-2022,Chennai,11.5,48.5,81,Satisfactory,2.408,277,3.413,393,1.532,176,0.255,29,29.5,TN001
22-12-2022,Chennai,11.5,58.2,97,Satisfactory,2.201,253,3.258,375,1.715,197,0.237,27,28.8,TN001
23-12-2022,Chennai,11.5,69.2,129,Moderate,2.469,284,3.315,381,1.633,188,0.27,31,30.4,TN001
24-12-2022,Chennai,11.5,54.8,91,Satisfactory,2.315,266,3.219,370,1.556,179,0.256,29,29,TN001
25-12-2022,Chennai,11.5,57.8,96,Satisfactory,2.328,268,3.333,383,1.441,166,0.258,30,28.8,TN001
26-12-2022,Chennai,11.5,54.6,91,Satisfactory,2.258,260,3.217,370,1.615,186,0.232,27,28.3,TN001
27-12-2022,Chennai,11.5,36.7,61,Satisfactory,2.324,267,3.135,360,1.464,168,0.209,24,26.9,TN001
28-12-2022,Chennai,11.5,56.9,95,Satisfactory,2.411,277,3.053,351,1.702,196,0.228,26,28.6,TN001
29-12-2022,Chennai,11.5,59.4,99,Satisfactory,2.311,266,3.059,352,1.532,176,0.233,27,27.8,TN001
30-12-2022,Chennai,11.5,52.4,87,Satisfactory,2.323,267,3.064,352,1.559,179,0.222,26,27.6,TN001
31-12-2022,Chennai,11.5,46.9,78,Satisfactory,2.37,273,3.216,370,1.497,172,0.254,29,28.8,TN001
01-01-2023,Chennai,11.5,48.9,81,Satisfactory,2.353,271,3.122,359,1.528,176,0.264,30,29,TN001
02-01-2023,Chennai,11.5,63.1,108,Moderate,2.305,265,3.752,431,1.693,195,0.266,31,31,TN001
03-01-2023,Chennai,11.5,73.6,144,Moderate,2.568,295,3.377,388,1.554,179,0.284,33,31,TN001
04-01-2023,Chennai,11.5,68.5,127,Moderate,2.498,287,3.584,412,1.63,187,0.278,32,31.3,TN001
05-01-2023,Chennai,11.5,45,75,Satisfactory,2.546,293,3.443,396,1.54,177,0.23,26,29.2,TN001
06-01-2023,Chennai,11.5,64,111,Moderate,2.131,245,3.336,384,1.689,194,0.251,29,29.1,TN001
07-01-2023,Chennai,11.5,50.9,85,Satisfactory,2.385,274,3.182,366,1.534,176,0.238,27,28.4,TN001
08-01-2023,Chennai,11.5,51.6,86,Satisfactory,2.45,282,3.021,347,1.671,192,0.217,25,28.2,TN001
09-01-2023,Chennai,11.5,52.6,87,Satisfactory,2.435,280,3.082,354,1.386,159,0.244,28,27.9,TN001
10-01-2023,Chennai,11.5,62.7,107,Moderate,2.31,266,3.41,392,1.667,192,0.289,33,30.9,TN001
11-01-2023,Chennai,11.5,64.9,114,Moderate,2.164,249,3.31,381,1.631,188,0.259,30,29.1,TN001
12-01-2023,Chennai,11.5,55.8,93,Satisfactory,2.526,290,3.089,355,1.684,194,0.242,28,29.4,TN001
13-01-2023,Chennai,11.5,56,93,Satisfactory,2.246,258,3.174,365,1.494,172,0.257,30,28.4,TN001
14-01-2023,Chennai,11.5,60.7,500,Severe,2.295,264,3.301,380,1.777,204,0.246,28,29.7,TN001
15-01-2023,Chennai,11.5,61.6,103,Moderate,2.631,303,3.246,373,1.75,201,0.239,27,30.3,TN001
16-01-2023,Chennai,11.5,66.8,121,Moderate,2.185,251,3.22,370,1.596,183,0.251,29,28.6,TN001
17-01-2023,Chennai,11.5,45.6,76,Satisfactory,2.374,273,3.154,363,1.586,182,0.253,29,29,TN001
18-01-2023,Chennai,11.5,56.8,95,Satisfactory,2.212,254,2.752,316,1.491,171,0.242,28,26.9,TN001
19-01-2023,Chennai,11.5,47.4,79,Satisfactory,2.166,249,3.177,365,1.612,185,0.217,25,27.4,TN001
20-01-2023,Chennai,11.5,56.2,94,Satisfactory,2.337,269,3.011,346,1.513,174,0.259,30,28.5,TN001
21-01-2023,Chennai,11.5,54.7,91,Satisfactory,2.4,276,3.278,377,1.616,186,0.251,29,29.4,TN001
22-01-2023,Chennai,11.5,56.2,94,Satisfactory,2.446,281,3.241,373,1.498,172,0.238,27,28.5,TN001
23-01-2023,Chennai,11.5,49.7,83,Satisfactory,2.431,280,3.327,383,1.675,193,0.247,28,29.8,TN001
24-01-2023,Chennai,11.5,43.7,72,Satisfactory,2.158,248,3.299,379,1.591,183,0.241,28,28.3,TN001
25-01-2023,Chennai,11.5,38.5,64,Satisfactory,2.077,239,3.454,397,1.697,195,0.208,24,27.8,TN001
26-01-2023,Chennai,11.5,55.4,92,Satisfactory,2.263,260,2.829,325,1.607,185,0.262,30,28.4,TN001
27-01-2023,Chennai,11.5,52.8,88,Satisfactory,2.345,270,3.175,365,1.434,165,0.239,27,27.9,TN001
28-01-2023,Chennai,11.5,50.7,84,Satisfactory,2.259,260,2.798,322,1.595,183,0.217,25,26.8,TN001
29-01-2023,Chennai,11.5,67.9,125,Moderate,1.855,213,3.369,387,1.898,218,0.24,28,28.9,TN001
30-01-2023,Chennai,11.5,49.1,82,Satisfactory,2.03,233,3.149,362,1.54,177,0.229,26,27,TN001
31-01-2023,Chennai,11.5,68.7,127,Moderate,2.341,269,3.184,366,1.699,195,0.271,31,30.1,TN001
01-02-2023,Chennai,11.5,70.5,133,Moderate,2.507,288,3.338,384,1.721,198,0.282,32,31.4,TN001
02-02-2023,Chennai,11.5,39.5,65,Satisfactory,2.113,243,2.938,338,1.406,162,0.222,26,26,TN001
03-02-2023,Chennai,11.5,57.2,95,Satisfactory,2.421,278,3.577,411,1.623,187,0.224,26,29.3,TN001
04-02-2023,Chennai,11.5,52.9,88,Satisfactory,2.092,241,3.152,363,1.645,189,0.262,30,28.8,TN001
05-02-2023,Chennai,11.5,31.2,51,Satisfactory,2.229,256,3.111,358,1.55,178,0.231,27,27.6,TN001
06-02-2023,Chennai,11.5,43.8,73,Satisfactory,2.29,263,3.132,360,1.502,173,0.234,27,27.7,TN001
07-02-2023,Chennai,11.5,62.9,107,Moderate,2.413,277,3.427,394,1.533,176,0.251,29,29.4,TN001
08-02-2023,Chennai,11.5,73.6,144,Moderate,2.255,259,3.062,352,1.598,184,0.269,31,29.1,TN001
09-02-2023,Chennai,11.5,64,111,Moderate,2.134,245,3.415,393,1.604,185,0.23,26,28.2,TN001
10-02-2023,Chennai,11.5,58.9,98,Satisfactory,2.428,279,3.128,360,1.616,186,0.246,28,29,TN001
11-02-2023,Chennai,11.5,55.9,93,Satisfactory,2.101,242,3.116,358,1.464,168,0.228,26,26.8,TN001
12-02-2023,Chennai,11.5,70.6,134,Moderate,2.275,262,3.459,398,1.764,203,0.274,32,30.9,TN001
13-02-2023,Chennai,11.5,74.6,147,Moderate,2.606,300,3.252,374,1.766,203,0.265,30,31.1,TN001
14-02-2023,Chennai,11.5,50.9,85,Satisfactory,2.312,266,3.307,380,1.805,208,0.265,31,30.5,TN001
15-02-2023,Chennai,11.5,38.6,64,Satisfactory,2.279,262,3.25,374,1.544,178,0.243,28,28.4,TN001
16-02-2023,Chennai,11.5,37.7,62,Satisfactory,2.309,266,3.062,352,1.496,172,0.209,24,26.8,TN001
17-02-2023,Chennai,11.5,67.2,122,Moderate,2.452,282,3.314,381,1.493,172,0.255,29,29.3,TN001
18-02-2023,Chennai,11.5,55.3,92,Satisfactory,2.307,265,3.118,359,1.444,166,0.252,29,28.1,TN001
19-02-2023,Chennai,11.5,57.3,95,Satisfactory,2.194,252,3.217,370,1.498,172,0.255,29,28.3,TN001
20-02-2023,Chennai,11.5,40.2,67,Satisfactory,2.598,299,3.228,371,1.406,162,0.237,27,28.5,TN001
21-02-2023,Chennai,11.5,49.1,82,Satisfactory,2.24,258,2.999,345,1.517,174,0.237,27,27.5,TN001
22-02-2023,Chennai,11.5,53,88,Satisfactory,2.344,270,3.284,378,1.508,173,0.213,24,27.6,TN001
23-02-2023,Chennai,11.5,57.3,95,Satisfactory,2.381,274,3.282,377,1.704,196,0.244,28,29.6,TN001
24-02-2023,Chennai,11.5,52,86,Satisfactory,2.22,255,2.91,335,1.625,187,0.237,27,27.7,TN001
25-02-2023,Chennai,11.5,46.4,77,Satisfactory,2.209,254,3.027,348,1.61,185,0.237,27,27.9,TN001
26-02-2023,Chennai,11.5,48.5,81,Satisfactory,2.48,285,3.046,350,1.409,162,0.25,29,28.2,TN001
27-02-2023,Chennai,11.5,65.7,117,Moderate,2.256,259,3.174,365,1.64,189,0.278,32,29.8,TN001
28-02-2023,Chennai,11.5,57.3,95,Satisfactory,2.377,273,3.036,349,1.441,166,0.257,30,28.3,TN001
01-03-2023,Chennai,11.5,60.4,500,Severe,2.46,283,3.418,393,1.67,192,0.251,29,30.2,TN001
02-03-2023,Chennai,11.5,47.3,79,Satisfactory,2.242,258,3.375,388,1.486,171,0.238,27,28.2,TN001
03-03-2023,Chennai,11.5,29.4,49,Good,2.175,250,2.943,338,1.36,156,0.204,23,25.4,TN001
04-03-2023,Chennai,11.5,50.4,84,Satisfactory,2.417,278,2.967,341,1.527,176,0.257,30,28.6,TN001
05-03-2023,Chennai,11.5,47.3,79,Satisfactory,2.252,259,3.17,365,1.494,172,0.23,26,27.5,TN001
06-03-2023,Chennai,11.5,57.8,96,Satisfactory,2.032,234,3.48,400,1.671,192,0.25,29,29,TN001
07-03-2023,Chennai,11.5,83.1,176,Moderate,2.669,307,3.78,435,1.662,191,0.257,30,31.7,TN001
08-03-2023,Chennai,11.5,60.6,500,Severe,2.199,253,3.106,357,1.615,186,0.252,29,28.5,TN001
09-03-2023,Chennai,11.5,78.2,160,Moderate,2.455,282,2.87,330,1.601,184,0.3,35,30.3,TN001
10-03-2023,Chennai,11.5,59.4,99,Satisfactory,2.145,247,2.942,338,1.556,179,0.252,29,27.7,TN001
11-03-2023,Chennai,11.5,48.9,81,Satisfactory,2.209,254,2.84,327,1.467,169,0.231,27,26.6,TN001
12-03-2023,Chennai,11.5,57.3,95,Satisfactory,2.259,260,3.301,380,1.562,180,0.273,31,29.6,TN001
13-03-2023,Chennai,11.5,69.6,130,Moderate,2.405,277,3.3,379,1.706,196,0.252,29,29.9,TN001
14-03-2023,Chennai,11.5,70,132,Moderate,2.257,260,3.325,382,1.689,194,0.255,29,29.6,TN001
15-03-2023,Chennai,11.5,49.1,82,Satisfactory,2.551,293,3.396,391,1.685,194,0.217,25,29.3,TN001
16-03-2023,Chennai,11.5,56.2,94,Satisfactory,2.317,266,3.53,406,1.465,169,0.268,31,29.6,TN001
17-03-2023,Chennai,11.5,41.6,69,Satisfactory,2.363,272,3.305,380,1.517,174,0.203,23,27.4,TN001
18-03-2023,Chennai,11.5,61,101,Moderate,2.336,269,3.381,389,1.56,179,0.253,29,29.3,TN001
19-03-2023,Chennai,11.5,67.2,122,Moderate,2.51,289,2.98,343,1.652,190,0.258,30,29.5,TN001
20-03-2023,Chennai,11.5,54,90,Satisfactory,2.013,231,3.107,357,1.594,183,0.246,28,27.7,TN001
21-03-2023,Chennai,11.5,47.8,79,Satisfactory,2.177,250,3.439,395,1.471,169,0.254,29,28.6,TN001
22-03-2023,Chennai,11.5,56.6,94,Satisfactory,2.243,258,3.111,358,1.622,187,0.243,28,28.4,TN001
23-03-2023,Chennai,11.5,57,95,Satisfactory,2.244,258,3.433,395,1.583,182,0.244,28,28.9,TN001
24-03-2023,Chennai,11.5,54,90,Satisfactory,2.375,273,3.228,371,1.711,197,0.225,26,28.8,TN001
25-03-2023,Chennai,11.5,54.8,91,Satisfactory,2.388,275,3.359,386,1.45,167,0.253,29,28.9,TN001
26-03-2023,Chennai,11.5,51.6,86,Satisfactory,2.282,262,3.026,348,1.518,175,0.241,28,27.8,TN001
27-03-2023,Chennai,11.5,61.7,103,Moderate,2.334,268,3.39,390,1.745,201,0.257,30,30.3,TN001
28-03-2023,Chennai,11.5,59.3,99,Satisfactory,2.67,307,3.106,357,1.627,187,0.272,31,30.6,TN001
29-03-2023,Chennai,11.5,44.4,74,Satisfactory,2.301,265,3.203,368,1.456,167,0.236,27,27.8,TN001
30-03-2023,Chennai,11.5,44.1,73,Satisfactory,1.955,225,3.152,362,1.534,176,0.212,24,26.2,TN001
31-03-2023,Chennai,11.5,50.5,84,Satisfactory,2.392,275,3.416,393,1.389,160,0.23,26,28,TN001
01-04-2023,Chennai,11.5,59,98,Satisfactory,2.406,277,3.39,390,1.667,192,0.289,33,31.2,TN001
02-04-2023,Chennai,11.5,53.8,90,Satisfactory,2.462,283,2.864,329,1.5,173,0.258,30,28.5,TN001
03-04-2023,Chennai,11.5,46.9,78,Satisfactory,2.351,270,3.017,347,1.556,179,0.227,26,27.7,TN001
04-04-2023,Chennai,11.5,54.6,91,Satisfactory,2.181,251,3.085,355,1.602,184,0.231,27,27.7,TN001
05-04-2023,Chennai,11.5,49.4,82,Satisfactory,2.403,276,3.315,381,1.536,177,0.215,25,28,TN001
06-04-2023,Chennai,11.5,59.7,99,Satisfactory,2.345,270,3.136,361,1.361,156,0.264,30,28.3,TN001
07-04-2023,Chennai,11.5,54.9,91,Satisfactory,2.452,282,2.999,345,1.557,179,0.243,28,28.5,TN001
08-04-2023,Chennai,11.5,49.2,82,Satisfactory,2.492,287,2.921,336,1.328,153,0.23,26,27,TN001
09-04-2023,Chennai,11.5,53.9,90,Satisfactory,2.286,263,3.344,385,1.732,199,0.248,28,29.7,TN001
10-04-2023,Chennai,11.5,63.1,108,Moderate,2.471,284,2.845,327,1.594,183,0.271,31,29.3,TN001
11-04-2023,Chennai,11.5,46.8,78,Satisfactory,2.409,277,3.371,388,1.467,169,0.221,25,28,TN001
12-04-2023,Chennai,11.5,55.1,92,Satisfactory,2.331,268,2.962,341,1.389,160,0.294,34,29,TN001
13-04-2023,Chennai,11.5,50.9,85,Satisfactory,2.557,294,3.104,357,1.625,187,0.224,26,28.7,TN001
14-04-2023,Chennai,11.5,55.1,92,Satisfactory,2.453,282,2.985,343,1.629,187,0.252,29,29.1,TN001
15-04-2023,Chennai,11.5,45.6,76,Satisfactory,2.184,251,2.99,344,1.529,176,0.229,26,27.1,TN001
16-04-2023,Chennai,11.5,52.2,87,Satisfactory,2.33,268,3.153,363,1.569,180,0.243,28,28.5,TN001
17-04-2023,Chennai,11.5,60.7,500,Severe,2.456,282,3.21,369,1.533,176,0.281,32,30.1,TN001
18-04-2023,Chennai,11.5,42.9,71,Satisfactory,2.509,289,2.859,329,1.462,168,0.245,28,28,TN001
19-04-2023,Chennai,11.5,39.4,65,Satisfactory,2.317,266,3.059,352,1.631,188,0.202,23,27.2,TN001
20-04-2023,Chennai,11.5,39.7,66,Satisfactory,2.274,262,3.156,363,1.486,171,0.224,26,27.3,TN001
21-04-2023,Chennai,11.5,40.6,67,Satisfactory,2.409,277,3.229,371,1.557,179,0.213,25,27.9,TN001
22-04-2023,Chennai,11.5,55.8,93,Satisfactory,2.282,262,2.82,324,1.554,179,0.237,27,27.4,TN001
23-04-2023,Chennai,11.5,38.4,64,Satisfactory,2.097,241,3.041,350,1.499,172,0.205,24,26,TN001
24-04-2023,Chennai,11.5,47.9,80,Satisfactory,2.37,273,2.784,320,1.753,202,0.216,25,27.8,TN001
25-04-2023,Chennai,11.5,55.7,93,Satisfactory,2.259,260,3.115,358,1.721,198,0.254,29,29.3,TN001
26-04-2023,Chennai,11.5,53.9,90,Satisfactory,2.678,308,3.121,359,1.649,190,0.254,29,30.2,TN001
27-04-2023,Chennai,11.5,46.8,78,Satisfactory,2.303,265,3.29,378,1.543,177,0.231,27,28.2,TN001
